84,696056282,Audra,Britt,f,1969-01-13,"P.O. Box 546, 157 Suspendisse Road",Saint Paul,MN,713808886,7576806262,luctus@laciniaorciconsectetuer.com,y,n,n,"odio, auctor vitae, aliquet nec,"
85,164972011,Igor,Summers,m,1957-02-28,4586 Cras Avenue,Reno,NV,645118518,2393957675,amet@PhasellusornareFusce.org,y,n,n,Integer mollis. Integer tincidunt
86,404832683,Jocelyn,Barton,f,1959-07-30,3446 Lorem St.,Phoenix,AZ,198444706,2772981869,orci.in@eratinconsectetuer.com,n,y,n,malesuada malesuada. Integer id magna
87,665491886,Imani,Jennings,m,1963-03-09,Ap #340-2600 Class St.,Boise,ID,673220183,5304693003,a.neque.Nullam@faucibusutnulla.net,y,y,y,feugiat. Lorem ipsum dolor
88,69007432,Dennis,Sweeney,m,1989-06-21,Ap #876-8962 Ac Rd.,Shreveport,LA,249052918,7581916979,Aliquam.erat@ultrices.com,y,y,y,"quis, pede. Suspendisse dui."
89,385418390,Gretchen,Shelton,f,1966-01-02,"P.O. Box 392, 8536 Sem, Street",Rutland,VT,931392130,2655956750,enim.nec@sitamet.edu,n,n,y,"augue,"
90,954393418,Hedley,Shannon,f,1990-10-26,Ap #724-7132 Cursus Road,Denver,CO,182961957,1303397005,eget@elitpedemalesuada.ca,y,y,y,risus. Morbi
91,409973651,Blaze,Eaton,m,1983-11-02,"P.O. Box 408, 2823 Et Rd.",Overland Park,KS,499181375,1575680189,lorem@aliquet.net,y,y,y,"Etiam ligula tortor,"
92,984253230,Jared,Dale,f,1986-09-29,"P.O. Box 411, 1389 Bibendum Street",Warren,MI,359173964,2793808307,erat.nonummy@estarcuac.org,y,y,y,Integer vitae nibh.
93,863329418,Akeem,Santos,f,1984-06-03,966-6716 Luctus St.,Bridgeport,CT,806689746,4485121095,a@malesuadaut.net,n,y,n,metus facilisis
94,163639279,Barbara,Gutierrez,m,1968-01-12,102-9144 Velit. St.,Colorado Springs,CO,912168541,5014339334,molestie.dapibus@Suspendissenonleo.org,n,n,y,Nulla dignissim.
95,619386431,Callie,Solis,m,1974-10-18,3649 Curabitur Street,Baltimore,MD,124687053,4794545738,at.libero.Morbi@id.net,y,y,n,ante blandit
96,371958601,Charissa,Harmon,m,1975-05-19,255-7748 Sociis Av.,Wilmington,DE,106875021,1128879645,Nulla@vitaeeratVivamus.com,n,n,n,vitae dolor. Donec
97,242922940,Hayden,Chapman,m,1950-04-06,Ap #626-6912 Felis Ave,Chesapeake,VA,241003025,4634924834,auctor.velit@nullaanteiaculis.org,y,y,n,"sit amet, faucibus ut, nulla."
98,69150119,Shay,Delacruz,m,1991-06-05,757-123 Nascetur Rd.,Norman,OK,224039321,1697147523,odio.semper.cursus@vitaediamProin.com,y,y,n,sed
99,963044819,Plato,Robbins,m,1972-07-16,"Ap #213-7415 At, Ave",Birmingham,AL,563353307,3859049748,Proin@fermentumarcuVestibulum.net,y,n,n,"bibendum sed, est. Nunc laoreet"
100,657624035,Simone,Mcdaniel,f,1964-03-02,"P.O. Box 183, 2904 Pede. St.",Baltimore,MD,415647371,2003531611,est.mollis@tincidunt.net,y,n,y,turpis. Aliquam adipiscing lobortis
